,T_BTES_final6
1864,30
1865,30
1866,30
1867,30
1868,30
1869,30
1870,30
1871,30
1872,30
1873,30
1874,30
1875,30
1876,30
1877,30
1878,30
1879,30
1880,30
1881,30
1882,30
1883,30
1884,30
1885,30
1886,30
1887,30
1888,30
1889,30
1890,30
1891,30
1892,30
1893,30
1894,30
1895,30
1896,30
1897,30
1898,30
1899,30
1900,30
1901,30
1902,30
1903,30
1904,30
1905,30
1906,30
1907,30
1908,30
1909,30
1910,30
1911,30
1912,30
1913,30
1914,30
1915,30
1916,30
1917,30
1918,30
1919,30
1920,30
1921,30
1922,30
1923,30
1924,30
1925,30
1926,30
1927,30
1928,30
1929,30
1930,30
1931,30
1932,30
1933,30
1934,30
1935,30
1936,30
1937,30
1938,30
1939,30
1940,30
1941,30
1942,30
1943,30
1944,30
1945,30
1946,30
1947,30
1948,30
1949,30
1950,30
1951,30
1952,30
1953,30
1954,30
1955,30
1956,30
1957,30
1958,30
1959,30
1960,30
1961,30
1962,30
1963,30
1964,30
1965,30
1966,30
1967,30
1968,30
1969,30
1970,30
1971,30
1972,30
1973,30
1974,30
1975,30
1976,30
1977,30
1978,30
1979,30
1980,30
1981,30
1982,30
1983,30
1984,30
1985,30
1986,30
1987,30
1988,30
1989,30
1990,30
1991,30
1992,30
1993,30
1994,30
1995,30
1996,30
1997,30
1998,30
1999,30
2000,30
2001,30
2002,30
2003,30
2004,30
2005,30
2006,30
2007,30
2008,30
2009,30
2010,30
2011,30
2012,30
2013,30
2014,30
2015,30
2016,30
2017,30
2018,30
2019,30
2020,30
2021,30
2022,30
2023,30
2024,30
2025,30
2026,30
2027,30
2028,30
2029,30
2030,30
2031,30
2032,30
2033,30
2034,30
2035,30
2036,30
2037,30
2038,30
2039,30
2040,30
2041,30
2042,30
2043,30
2044,30
2045,30
2046,30
2047,30
2048,30
2049,30
2050,30
2051,30
2052,30
2053,30
2054,30
2055,30
2056,30
2057,30
2058,30
2059,30
2060,30
2061,30
2062,30
2063,30
2064,30
2065,30
2066,30
2067,30
2068,30
2069,30
2070,30
2071,30
2072,30
2073,30
2074,30
2075,30
2076,30
2077,30
2078,30
2079,30
2080,30
2081,30
2082,30
2083,30
2084,30
2085,30
2086,30
2087,30
2088,30
2089,30
2090,30
2091,30
2092,30
2093,30
2094,30
2095,30
2096,30
2097,30
2098,30
2099,30
2100,30
2101,30
2102,30
2103,30
2104,30
2105,30
2106,30
2107,30
2108,30
2109,30
2110,30
2111,30
2112,30
2113,30
2114,30
2115,30
2116,30
2117,30
2118,30
2119,30
2120,30
2121,30
2122,30
2123,30
2124,30
2125,30
2126,30
2127,30
2128,30
2129,30
2130,30
2131,30
2132,30
2133,30
2134,30
2135,30
2136,30
2137,30
2138,30
2139,30
2140,30
2141,30
2142,30
2143,30
2144,30
2145,30
2146,30
2147,30
2148,30
2149,30
2150,30
2151,30
2152,30
2153,30
2154,30
2155,30
2156,30
2157,30
2158,30
2159,30
2160,30
2161,30
2162,30
2163,30
2164,30
2165,30
2166,30
2167,30
2168,30
2169,30
2170,30
2171,30
2172,30
2173,30
2174,30
2175,30
2176,30
2177,30
2178,30
2179,30
2180,30
2181,30
2182,30
2183,30
2184,30
2185,30
2186,30
2187,30
2188,30
2189,30
2190,30
2191,30
2192,30
2193,30
2194,30
2195,30
2196,30
2197,30
2198,30
2199,30
2200,30
2201,30
2202,30
2203,30
2204,30
2205,30
2206,30
2207,30
2208,30
2209,30
2210,30
2211,30
2212,30
2213,30
2214,30
2215,30
2216,30
2217,30
2218,30
2219,30
2220,30
2221,30
2222,30
2223,30
2224,30
2225,30
2226,30
2227,30
2228,30
2229,30
2230,30
2231,30
2232,30
2233,30
2234,30
2235,30
2236,30
2237,30
2238,30
2239,30
2240,30
2241,30
2242,30
2243,30
2244,30
2245,30
2246,30
2247,30
2248,30
2249,30
2250,30
2251,30
2252,30
2253,30
2254,30
2255,30
2256,30
2257,30
2258,30
2259,30
2260,30
2261,30
2262,30
2263,30
2264,30
2265,30
2266,30
2267,30
2268,30
2269,30
2270,30
2271,30
2272,30
2273,30
2274,30
2275,30
2276,30
2277,30
2278,30
2279,30
2280,30
2281,30
2282,30
2283,30
2284,30
2285,30
2286,30
2287,30
2288,30
2289,30
2290,30
2291,30
2292,30
2293,30
2294,30
2295,30
2296,30
2297,30
2298,30
2299,30
2300,30
2301,30
2302,30
2303,30
2304,30
2305,30
2306,30
2307,30
2308,30
2309,30
2310,30
2311,30
2312,30
2313,30
2314,30
2315,30
2316,30
2317,30
2318,30
2319,30
2320,30
2321,30
2322,30
2323,30
2324,30
2325,30
2326,30
2327,30
2328,30
2329,30
2330,30
2331,30
2332,30
2333,30
2334,30
2335,30
2336,30
2337,30
2338,30
2339,30
2340,30
2341,30
2342,30
2343,30
2344,30
2345,30
2346,30
2347,30
2348,30
2349,30
2350,30
2351,30
2352,30
2353,30
2354,30
2355,30
2356,30
2357,30
2358,30
2359,30
2360,30
2361,30
2362,30
2363,30
2364,30
2365,30
2366,30
2367,30
2368,30
2369,30
2370,30
2371,30
2372,30
2373,30
2374,30
2375,30
2376,30
2377,30
2378,30
2379,30
2380,30
2381,30
2382,30
2383,30
2384,30
2385,30
2386,30
2387,30
2388,30
2389,30
2390,30
2391,30
2392,30
2393,30
2394,30
2395,30
2396,30
2397,30
2398,30
2399,30
2400,30
2401,30
2402,30
2403,30
2404,30
2405,30
2406,30
2407,30
2408,30
2409,30
2410,30
2411,30
2412,30
2413,30
2414,30
2415,30
2416,30
2417,30
2418,30
2419,30
2420,30
2421,30
2422,30
2423,30
2424,30
2425,30
2426,30
2427,30
2428,30
2429,30
2430,30
2431,30
2432,30
2433,30
2434,30
2435,30
2436,30
2437,30
2438,30
2439,30
2440,30
2441,30
2442,30
2443,30
2444,30
2445,30
2446,30
2447,30
2448,30
2449,30
2450,30
2451,30
2452,30
2453,30
2454,30
2455,30
2456,30
2457,30
2458,30
2459,30
2460,30
2461,30
2462,30
2463,30
2464,30
2465,30
2466,30
2467,30
2468,30
2469,30
2470,30
2471,30
2472,30
2473,30
2474,30
2475,30
2476,30
2477,30
2478,30
2479,30
2480,30
2481,30
2482,30
2483,30
2484,30
2485,30
2486,30
2487,30
2488,30
2489,30
2490,30
2491,30
2492,30
2493,30
2494,30
2495,30
2496,30
2497,30
2498,30
2499,30
2500,30
2501,30
2502,30
2503,30
2504,30
2505,30
2506,30
2507,30
2508,30
2509,30
2510,30
2511,30
2512,30
2513,30
2514,30
2515,30
2516,30
2517,30
2518,30
2519,30
2520,30
2521,30
2522,30
2523,30
2524,30
2525,30
2526,30
2527,30
2528,30
2529,30
2530,30
2531,30
2532,30
2533,30
2534,30
2535,30
2536,30
2537,30
2538,30
2539,30
2540,30
2541,30
2542,30
2543,30
2544,30
2545,30
2546,30
2547,30
2548,30
2549,30
2550,30
2551,30
2552,30
2553,30
2554,30
2555,30
